name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,arrondissement
Les Niçois,4,"7 Rue Lacharrière, Paris",695,"7 Rue Lacharrière, 75011 Paris, France",http://www.lesnicois.com/,09 84 16 55 03,"['Monday: Closed', 'Tuesday: 6:30\u202fPM\u2009–\u20091:30\u202fAM', 'Wednesday: 6:30\u202fPM\u2009–\u20091:30\u202fAM', 'Thursday: 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","We found this place randomly and it was a nice surprise
Great staff, good food and beer with a reasonable price
Definitely recommend; A mediocre food, combine but a worse service ever, a nasty woman, who refused t serve my table based on her mood. Menu  eclectic not original neither interesting, Overprice and not worth a penny, is a pity they waste such a good location; Quite unusual place, with a real pétanque playground and table soccer board game in the basement. The food is nice for lunch, and prices are reasonable. The waiters' kindness and waiting time are greatly varying. For 16 euros, you get a 2 course set (entry + main dish or main dish + desert), with quite good, nice and fresh food, well cooked and well presented. Soups are way too salty though. The interior design is based on French southern style, the city of Nice especially. The window-roof makes the place quite bright.; Good place for brunch but also tapas in the evening. Chill place, very friendly staff, tasty food. Highly recommended for a nice evening with friends (you can play the typical french ""Pétanque"" downstairs) or for couples. Will definitely go again !; Small but rather cozy place. Service was good. Food was decent and a really good price for lunch set (according to Paris standards). I paid 16 euros for an appetizer and a main course. They also have a sand pit for petanque and a foosball table downstairs.",48.86210699999999,2.3779799,11e
La Poulette de Grain,4.5,"261 Rue du Faubourg Saint-Antoine, Paris",824,"261 Rue du Faubourg Saint-Antoine, 75011 Paris, France",https://lapoulettedegrain.fr/fr,09 74 64 04 05,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']","Top Service and good food in this exquisite Parisienne Bistro.

The waiter was very acommodating, extraordinarily friendly and helpful with our requests and explained the menu nicely.

The onion soup was very good.
The steak was okay, but they have nice fries & sauces. The creme brulée was delicious!

Can recommend!; As a New Yorker coming to Paris coming to this restaurant was simply fantastic. It was great fast service and the waiters were kind funny and gracious. I will definitely come back here again and they say open after midnight, which is fantastic.; The most delicious onion soup I've tried! Must have to order!
The rest of the food was tasty as well.
Prices are also very good.
I will definitely come back.; Very cozy atmosphere, friendly and passionate staff. Food quality is all we could ever ask for. Roast chicken is extremely tender and juicy, paired with flavorful sauce. We also have the duck parmentier, ribs and sea bass, all of them are delicious! We were served with an aromatic mint tea afterwards, which soothed our full bellies.
Overall, very good experience, 200% will come again when we travel to Paris!; Highly recommend. Delicious food, excellent service and great prices. Merci!",48.8499244,2.3871434,12e
M.A.D Waffles Chicken Burgers,4.9,"50 Boulevard de Picpus, Paris",402,"50 Bd de Picpus, 75012 Paris, France",https://www.instagram.com/mad_waffle_chicken_burgers/,01 73 70 69 17,"['Monday: 12:00\u2009–\u200911:30\u202fPM', 'Tuesday: 12:00\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u200911:30\u202fPM']","Delicious food in good price and amazing, friendly, English speaking staff! Also special order request for pregnant ladies taken into account! 🙌; Fantastique! food was amazing as well as the price. Great and fast services. English speaking. Very welcoming. Burgers, chicken wings, chicken tenders, and fries ordered, we didn't have room to try the waffles, but they looked very good.
Highly recommend.; Found this restaurant the day before I leave France!!!! So good and tasty TT never thought waffle would be great as burger buns!!!!! 🍔 gonna miss'em back home TT; Very good place for a nice burger or chicken tenders and the waffle and chicken is amazing!!; It was so great there! Burger, Fries & a Drink for a very fair Price! It was super Taste and the Service was sooo friendly:) loved it there",48.8434994,2.4021014,12e
Jango,4.3,"47 Avenue de Saint-Mandé, Paris",800,"47 Av. de Saint-Mandé, 75012 Paris, France",Site web non disponible,01 45 85 60 56,"['Monday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20093:30\u202fPM']","We just didn't like the food, and the service was bad as well. It seemed everyone is way too busy to attend everyone else, and even giving a menu is a task for them. The menu almost thrown at the table, which seemed very impolite. The food lacked any kind of flavour for us, didn't like it at all. The pizza with artichokes and aubergine tasted awful.; We sat out on the terrace where there was a great atmosphere of local Parisians eating and drinking, many with their children. The steak and chips that our children shared came quickly and they loved it. They happily swapped potatoes for chips for them. Our starters and main courses were classic french cuisine and were delicious. The standout was the pasta shells with mushrooms and truffles. The truffles were extremely vibrant tasting. Worth going out of your way for this, especially with kids.; Highly recommend the brunch 26$. Big portions and really fresh ingredients. I loved everything I had and the price was just right. We stayed on the covered terrasse. It was nice to people watch.; Authentic delicious food !; Beautiful decor !
Great food, wide selection of dishes. Special mention to the pizza’s fluffy dough and tiramisu.
Service could be better though",48.845155,2.4030533,12e
Good Lunch,3.9,"280 Avenue Daumesnil, Paris",45,"280 Av. Daumesnil, 75012 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM']","Very good quality and tasty food, above else better than the competition in that intersection (those big franchises), that's something!
Friendly and polite personnel.; Good food, good people; The worst kebab I ever had in France….; I got what I was looking for - good food for good price, nothing fancy.; Corerect",48.8356184,2.4057991,12e
Le Zarafa,2.6,"parc zoologique de paris, 306 Avenue Daumesnil, Paris",80,"parc zoologique de paris, 306 Av. Daumesnil, 75012 Paris, France",https://www.parczoologiquedeparis.fr/fr/preparer-sa-visite/restauration-3416?utm_source=google_my_business&utm_medium=referencement_local&utm_campaign=fiche_zarafa,06 98 10 21 85,"['Monday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20097:00\u202fPM']","I found the food of high pricing considering the taste and quality of ingredients. The beef burger platter was not tasty . The chicken strips pieces were not fulfilling i had to request to add an extra piece . The chèvre salad was tiny . The veggie soup with croutons was a healthy option.
Its sort of cafeteria in a zoo for kids and families they should consider lowering prices to make it affordable…; Impossible to find a place to sit outside, because visitors of the zoo come with their own food and take the places, for example, mother and 2 kids take 2 tables!  Either need to add more tables or reserve tables only for guests of the restaurant.; On the expensive side for what's offered, this restaurant charges around €12 for a main and drink, on a pay first, then collect basis. There is no table service, and you are expected to clean up after yourself, putting your organics in bin #1, plastics in bin #2 and so forth, and the forks with the forks and the knives with the knives etc.

Cheese pasta was tasteless and mostly free of cheese, while the croque-monsieurs were mushy and cold. Fries were good, though it's hard to mess up deep frozen ones. On the plus side, ketchup, mustard and mayonnaise aplenty and at no charge.

Staff were friendly enough. It gets busy at the food collection point so be prepared to wait a short while.; It's not fine dining, but the fish and chips were amazing, and the burger and omlette were good too!

Prices aren't cheap, but they aren't as unfair as a lot of reviews make it seem. The food was hot and tasty. Can't complain.; Good to have such a nice restaurant inside the zoo ..
It was a little bit expensive
But considering the location,  it was predicted..",48.8322533,2.4178123,12e
Monument Café Zoo de Paris,3.9,"Parc zoologique de Paris, Avenue Daumesnil, Paris",79,"Parc zoologique de Paris, Av. Daumesnil, 75012 Paris, France",http://www.monument-cafe.com/,01 71 42 72 11,"['Monday: 9:30\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20096:00\u202fPM']","Even animals in the cafe 🤯
They serve good coffee; Delicious food, friendly stuff, family friendly environment.; Ras; Lovely food; A quick stopover to grab a coffee, the staff is super friendly, the location is quiet and the setting is very pretty.",48.8331108,2.4146238,12e
Danieli Caffè,4.3,"170 Avenue de Paris, Vincennes",468,"170 Av. de Paris, 94300 Vincennes, France",http://www.danielicaffe.com/,01 48 08 02 66,"['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","Decent restaurant with tasty food and friendly service 👌🏾 Got my new spot in Vincennes; We have terrible french and the waiter was lovely and accommodating, and although it was quiet there was a great atmosphere. Big pizzas with lots of toppings and big drinks too (the Pina colada mocktail was lush); I think I came on a bad day, it came highly recommended from colleagues. Waiter got the order wrong and pretty much insulted us (it wasn't that complicated, only 5 of us) and the two pasta dishes weren't quite right and we didn't finish them. I don't like giving bad reviews and this restaurant came highly recommended from colleagues so let's assume it was just a bad day in the office.; Great pizza and pasta, perfect for business lunch. Very nice staff, not fancy though, and always packed.; Never disappointed here. Very good dishes & friendly atmosphere",48.846441,2.4195982,12e
Un Instant de Rêve,3.8,"Route de Ceinture du Lac Daumesnil, Paris",75,"Rte de Ceinture du Lac Daumesnil, 75012 Paris, France",https://uninstantdereverestaurantjoinvillelepont.eatbu.com/https://uninstantdereverestaurantjoinvillelepont.eatbu.com/,06 51 84 32 12,"['Monday: 1:00\u2009–\u200910:00\u202fPM', 'Tuesday: 1:00\u2009–\u200910:00\u202fPM', 'Wednesday: 1:00\u2009–\u200910:00\u202fPM', 'Thursday: 1:00\u2009–\u200910:00\u202fPM', 'Friday: 1:00\u2009–\u200910:00\u202fPM', 'Saturday: 1:00\u202fPM\u2009–\u20091:30\u202fAM', 'Sunday: 1:00\u2009–\u200910:00\u202fPM']","We had a Reine pizza, it was good! 14 euros, we split in 4 and had 2 slices each. We then shared a crêpe with miel et citron. The dude can be a bit intimidating but he's actually really warm and nice (if you're also warm and nice that is!).; Much needed lovely cafe with excellent menu, good prices and nice service. Just what we needed after a long walk; Awful place, avoid. Undercooked pizza, bad atmosphere.; This lawyer is very kind and knowledgeable and helped my daughter a lot through a rough phase. He helped her get the compensation she deserved. He was great to work with.; A regular place nothing fancy, has everything you need especially in a hot summer day.",48.8310446,2.4086874,12e
Wakanda factory Paris nation,4.9,"23 Rue Claude Tillier, Paris",392,"23 Rue Claude Tillier, 75012 Paris, France",http://wakandafood.fr/,01 89 33 12 85,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']","Round of applause 🙌 this place blew my mind. Firstly the food. 10/10 flavourful, well cooked and huge portions. I have never seen so much ripe plantain in my life. Juicy and just so on point. The decor was fitting, well done and tasteful. I feel to return to Paris just for this food.; Phenomenal

Some food shortages in the menu; Hello its me Damba Hollande for the 3 days in Paris The only restaurant i ate was Wakanda Factory I ate atieke poulet and my 2 kids today i promised you i wil give u a good review Very good service funny people and i enjoyed eating at your restaurant next time i Will come.; I was in Paris for 4 days and I casually found this place. I ordered dinner twice: soooo good. Big portions, very tasty, cool place and also not expansive! Recommend it!!!!; Quaint, vibrant, and intimate restaurant that is full of Afro Flavor. A bit of heat, salt, acidity, balanced to perfection. My experience with Bakary the host was exceptional, he ensured I received the highest quality of service. I will definitely return to this restaurant and recommend you try their numerous meal selections!",48.84847509999999,2.3882955,12e
On Dîne à la Cheminée,3.7,"33 Rue de Lagny, Vincennes",349,"33 Rue de Lagny, 94300 Vincennes, France",https://on-dine-a-la-chemine.eatbu.com/,01 43 28 03 43,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Saturday: 6:30\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","Pizza was delicious owner was more than friendly to us, I would recommend 👌; Huge (homemade, mostly) pasta portions, great wood oven pizza, also ""healthier"" options such as salad & carpaccio. Great for lunch if you're in the area but wouldn't travel from far for it.; Best Salmon Pizza I have had in the Paris Area!  This place caters to the business local business crowd during lunchtime but if you are near by and want some good italian for (which is not so readily available in this part town) it is well worth stopping in.; Food is Ok. Nice place for a quick lunch. It was a bit cold inside. Pizza is Ok. The viel and beef are quite nice as well.; Wonderful pizza and pasta, lovely atmosphere, inexpensive, takeout pizza cooked to order in about 10 minutes tops!",48.8491024,2.4223211,12e
New Chalet du Lac,3.7,"Bois de Vincennes, 2 Avenue Anna Politkovskaïa Orée du, Paris",3059,"Bois de Vincennes, 2 Av. Anna Politkovskaïa Orée du, 75012 Paris, France",https://chaletdulac-paris.com/,01 43 28 09 89,"['Monday: 1:00\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20094:00\u202fPM']","Brunch Review.

First impression at the door was horrible, security guy seemingly forgot that it’s not a nightclub. Once in you need to pay in advance, then if you want something extra (second glass of juice etc) you need to pay again on the spot. That seems redundant.

Staff is nice and welcoming, food was great and lots of different foods were available. Strong point: entertainment for children is available and included and they’re supervised.

The building is aging and many things are neglected it seems (toilet seat broken, doors to electrical safety equipment left open, spiderwebs everywhere and some chairs visibly not in good condition - also some „black mystery dust“ on the napkins). Parking is difficult on the weekends due to the closure of the park, toilets are not stroller - wheelchair accessible.

For the price it must be better I think, the food can only make up for so much and then some.; Beautiful park area. The building is a little need of some upkeep. I went to attend a new years eve event. The meal was just OK, and the service quite slow, even by relaxed Paris standards. I noted that a large group seated almost 30 minutes after me were served their full course first. They may have been thinly staffed that night, but it seemed off.; A very scenic spot to host any event. The fees for depositing is slightly elevated but overall the service is on par.; Very lame Club! We were here at Silvester Party. First of all the bouncers were so unprofessional and unfriendly that i would gove them a minus -10.
They pushed my friend as if he were a garbage bag while checking him. Even though we had biught tickets in advance for about 50€/person - they wanted to froce us to buy bottles so they can let us in. After i complained and showed them their website, another bouncer came and told them that i am right and the were wrong.
Anyways we got inside and damn what we see? No age class, from teenager to old people of +60 are there.
The party was so lame! So please , if you want to have fun, go somewhere else. And hit the like if you had same bad feeling here.; The whole family was disappointed. Average food, high price (but all brunch prices in Paris are extremely high). Hygiene is not high on their list. We went in order for the children to have fun in the kids corner but it was of no interest to them. No planned activities other than face painting. However the staff is very friendly and helpful!",48.8428073,2.4221133,12e
L´Angélique Café,4.6,"125 Rue de Reuilly, Paris",287,"125 Rue de Reuilly, 75012 Paris, France",http://www.groupechouette.com/,09 72 89 13 41,"['Monday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']","The most expensive cappuccino ever :)) 6€. But We liked the atmosphere, cleanness of the place & the bathroom, politeness & warmness of the staff, knowing English,
I recommend here. I wish I had time to go there for lunch.; Delicious food and great service at an incredible venue; Nice ambience and nice place for breakfast. They have the classic ‘globetrotter’ option which has a juice, hot drink, scrambled eggs and bread.
The staff is also very nice.; An excellent place to go.
Bread, jelly, and café for a fair price.
The staff doesn't speak English, however, the service is good and they will try to serve you in the best way possible.; We had an amazing experience at L’ Angelique! We were treated like personal guests, the atmosphere was vibrant yet relaxing and the food was exquisite. We can’t wait to return to dine again with our new friend!",48.8404538,2.3950815,12e
Chez Yach Restaurant,4.7,"2 Avenue du Docteur Arnold Netter, Paris",54,"2 Av. du Dr Arnold Netter, 75012 Paris, France",https://www.privateaser.com/lieu/49722-chez-yach,01 40 19 11 78,"['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']","We spotted this place during a Sunday walk on the Coulée verte René-Dumont. We stopped and took a table on the sidewalk. The waiter was kind and didn’t mind that we don’t speak French well. The house burger was super good and cooked perfectly. The salmon tartare with avocados and mangos was also excellent. The desserts looked good, even though we didn’t try them.; It's a very nice restaurant. The staff is very pleasant. To try.; I can't put zero so I put 1. Restaurant reserved on La Fourchette, confirmation email + reservation reminder email the day before and arrivals in front of the restaurant: closed! Really not serious at all. The least we can do is prevent; There are 4 of us coming to the restaurant after a long walk in Paris this October 27, 2023.
The waiter received us very well, clean classy place :)
Very nice touch in the toilets where they were very clean and there were sanitary towels, tampons, and baby towels available to customers. And also coloring for my friend's son :D
We have a drink during happy hour from 4 p.m. until 11 p.m. ;) accompanied by a small pot of salted sugar popcorn.

Go there with your eyes closed :)
Thanks again for the welcome we had a good time; Nice place. Nice room. We are very well received there and we manage to prepare what suits you. I am vegetarian and I was able to have a beautiful custom-made board. Thanks, I'll come back.",48.8409945,2.4048762,12e
La Fontaine Cuvier Restaurant,4.3,"20 Rue Cuvier, Paris",275,"20 Rue Cuvier, 75005 Paris, France",https://www.facebook.com/lafontainecuvier,01 55 43 83 22,"['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200910:00\u202fPM']","Everyone knows French food is delicious but I wasn't expecting to get fantastic burgers in Paris! Stopped in randomly for dinner and this burger and fries was perfection. There's a whisper of garlic on the fries that's soooo good and the caramelized onions in the burger were delicious. Definitely recommend.; I have eaten here twice in the last two nights and found the staff to be very friendly and the food was delicious . I had salmon in a crispy pastry with beautifully cooked vegetables in a sumptuous sauce and a medium rare beef dish with excellent fries and salad. The white wine and rose were wonderful too. Great atmosphere and music. I will be back :-); Great resto just next to the Jardin des plantes. Our 2nd time here and food was good and service right on.; We had amaizing evenings in this restaurant with real parisian view and vibe.
We had french fries and mousse au chocolat which was delicious but contained a little bit of lumps.
But we would definetely come back.; Delicious burgers. Close to the Jardin de Plants. The restaurant is on the corner of a street and easy to miss if you're coming from the north side. But if you do spot it, you'll will find a small restaurant that cooks your meal where you can see it from the outside terrace. The burgers are to die for, great taste. The lady serving us was very eager to help and explained everything to us in English. The restaurant is on a corner of a busy street though, which is not ideal, but probably worth it.",48.8440734,2.3551088,13e
Café Baby Foot,4.4,"137 Boulevard Saint-Michel, Paris",19,"137 Bd Saint-Michel, 75005 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","One water (50cl)  and one orangina (23 cl ) 9 euros. Too expensive and so bad attention from the waiter. Never will come back.; Good food to a really cheap price; Priceless vestige of a Paris that almost disappeared. A thousand miles from faux-authentic marketing, this is a neighborhood café where you immediately understand that you are not the umpteenth customer to be fleeced. It's precious. We just regret that it is not open more.; Very pleasant and original café located a few steps from the station: Port-Royal...and the magnificent garden of the great Explorers...!
The owner is very welcoming and smiling and makes excellent croque-monsieur or sandwiches with unrivaled talent and know-how! ...
In addition, it is allowed to cultivate oneself and she sells second-hand books, all at a flat rate of €2...allowing you to nourish your mind as well as your body...
Café that deserves to be discovered for its original and diverse atmosphere...!
There is a real table football in the café (the English say: ""Table football"" for table football...I think...)..an out of tune piano (for the moment)..guitars.... a slightly bohemian café, in a way, as we like them on the Boul'mich to relax without problems...; Discovered by chance, an atypical place in the heart of Paris. Authentic, no fuss. If you're a fan of rigor and pseudo Parisian chic, don't worry, it's a real neighborhood bar.",48.8417417,2.3380182,13e
La Bonbonnière,4,"Parc Montsouris face au lac, Paris",279,"Parc Montsouris face au lac, 75014 Paris, France",Site web non disponible,06 14 34 99 12,"['Monday: 11:00\u202fAM\u2009–\u20095:15\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20095:15\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:30\u202fPM']","Got the rose water crepe which tasted great (little sweet near the end but I have a low sugar tolerance so it’s probably perfect for other people). Note that the packaging was thin paper and it leaked through a bit. It’s located in a nice place in the park though with plenty of seating there and nearby and a nice view of the lake.; I visit this place multiple times to get a coffee or to have some crepes with friends. Unfortunately the lady (owner) is really not respectful and is serving people as she is doing it for free. She took it personally when i told her that i ordered a lungo and got an expresso, and she didnt want to fix (add hot water) my drink until I insisted.

The location is good, the crepes are good, but the service is a shame.; Never ever am I going to pay 4.5€ for an ice cream like Magnum or Calippo, these prices are a shame!; Not only the guy at the left who hates his job destroyed the Nutella crepe concept by minimizing the quantity he pours to the point where it could be called just crepe, he dares to be rude and ironic at the same time. Well, your food is terrible and your service deserves 0 stars. Avoid this place and leave your euros outside the park.; The creep is amazing 👏 and the hot chocolate 🍫 is the pest they sells honey 🍯 it's from the garden",48.8234529,2.339859,13e
Il était un square,4.8,"54 Rue Corvisart, Paris",2361,"54 Rue Corvisart, 75013 Paris, France",http://www.iletaitunsquare.com/,01 43 37 68 07,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:45\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:45\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:45\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:45\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:45\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:45\u202fPM', 'Sunday: Closed']","Everything was delicious. Highly recommend egg mayonnaise and goat cheese salad as starter, followed by steak tartar and a hamburger.

Better to make a reservation, because it was full when we arrived and the owner was kind enough to helping us find a table outside.; The Cheddar Burger is next level, clocked medium rare just perfect! We tried also the Hungarian Tartar and was delicious, people and atmosphere are super nice! 5*; Stumbled on this place by accident on the Internet.  I nooked it as was more towards East of city so great place to stop if going in city from Disney.  Its kinda out of town, and we parked nearby. I was a little nervous that we would be the only people on a Tuesday evening, but when I got in there, it was fully booked.
It's super casual but awesome food. My wife and I shared a burger and a salmon tarta, and kids had burgers. The cheff clearly had a love for cheese, and developing tastes at the food was fantastic.  If you want fine dining, this is not for you, but great burgers and food in a casual atmosphere is for you.  The staff are super cool and speak English.  Book, and loads of nearby parking...
My photos are rubbish, but the ones on their website are a true reflection; My absolute favorite tartare place in Paris! Went there twice in June 2024. Had different tartare creations. Both were really nice. The meat was so fresh. Would keep coming back every time I visit Paris. The service was great. The staff were cool.; Many images already but here you have another one of the Roman. It was very good but what stood out for me were the atmosphere and service. The guys were so casual, helpful and fast in delivering our food. Very very good value for the money, can’t wait to come back. Also notice the Reserve button in google and use it, they are fast at confirming that also.

You have a great business there, congratulations and vest wishes to you all.",48.8309972,2.3480279,13e
